bench,arch,taffo_conf,hw_sw_config,energy,float_op_count_default,kernel_float_op_count_default,energy_per_op
syr2k,noFPU_IM,float,noFPU_IM_float,1540690000.0,8872,8296,185714.80231436837
syrk,noFPU_IM,float,noFPU_IM_float,775425740.0,4632,4216,183924.51138519924
trmm,noFPU_IM,float,noFPU_IM_float,300106560.0,1805,1600,187566.6
2mm,noFPU_IM,fixed,noFPU_IM_fixed,1182652540.0,5700,5232,226042.15214067278
3mm,noFPU_IM,fixed,noFPU_IM_fixed,656435360.0,5220,4800,136757.36666666667
atax,noFPU_IM,fixed,noFPU_IM_fixed,470945860.0,2244,1760,267582.875
bicg,noFPU_IM,fixed,noFPU_IM_fixed,25900000.0,2242,1760,14715.90909090909
gemm,noFPU_IM,fixed,noFPU_IM_fixed,88281360.0,6352,5880,15013.836734693878
gemver,noFPU_IM,fixed,noFPU_IM_fixed,485865000.0,4640,4020,120861.94029850746
gesummv,noFPU_IM,fixed,noFPU_IM_fixed,13923960.0,1600,1072,12988.768656716418
lu,noFPU_IM,fixed,noFPU_IM_fixed,138568320.0,21550,5130,27011.36842105263
ludcmp,noFPU_IM,fixed,noFPU_IM_fixed,148021200.0,22390,5910,25045.888324873096
mvt,noFPU_IM,fixed,noFPU_IM_fixed,27481500.0,2080,1600,17175.9375
symm,noFPU_IM,fixed,noFPU_IM_fixed,2102802300.0,4935,4560,461140.8552631579
syr2k,noFPU_IM,fixed,noFPU_IM_fixed,127630800.0,8872,8296,15384.619093539055
syrk,noFPU_IM,fixed,noFPU_IM_fixed,66615300.0,4632,4216,15800.592979127136
trmm,noFPU_IM,fixed,noFPU_IM_fixed,1049752800.0,1805,1600,656095.5
heat-3d,noFPU_IM,fixed,noFPU_IM_fixed,11603820.0,8350,8100,1432.5703703703705
jacobi-1d,noFPU_IM,fixed,noFPU_IM_fixed,10734480.0,840,780,13762.153846153846
jacobi-2d,noFPU_IM,fixed,noFPU_IM_fixed,195305000.0,18250,16900,11556.508875739644
seidel-2d,noFPU_IM,fixed,noFPU_IM_fixed,1020487200.0,30360,29160,34996.1316872428
2mm,noFPU_IM,float,noFPU_IM_float,958411780.0,5700,5232,183182.67966360855
3mm,noFPU_IM,float,noFPU_IM_float,886358060.0,5220,4800,184657.92916666667
atax,noFPU_IM,float,noFPU_IM_float,352853700.0,2244,1760,200485.05681818182
bicg,noFPU_IM,float,noFPU_IM_float,325886000.0,2242,1760,185162.5
gemm,noFPU_IM,float,noFPU_IM_float,987257700.0,6352,5880,167900.9693877551
gemver,noFPU_IM,float,noFPU_IM_float,820856580.0,4640,4020,204193.1791044776
gesummv,noFPU_IM,float,noFPU_IM_float,179871960.0,1600,1072,167791.00746268657
lu,noFPU_IM,float,noFPU_IM_float,1146485000.0,21550,5130,223486.35477582845
ludcmp,noFPU_IM,float,noFPU_IM_float,1310986620.0,22390,5910,221825.14720812184
mvt,noFPU_IM,float,noFPU_IM_float,296791040.0,2080,1600,185494.4
symm,noFPU_IM,float,noFPU_IM_float,878080000.0,4935,4560,192561.40350877194
syr2k,noFPU_IM,float,noFPU_IM_float,1507937760.0,8872,8296,181766.84667309545
syrk,noFPU_IM,float,noFPU_IM_float,775764140.0,4632,4216,184004.7770398482
trmm,noFPU_IM,float,noFPU_IM_float,301295040.0,1805,1600,188309.4
2mm,noFPU_IM,fixed,noFPU_IM_fixed,73720320.0,5700,5232,14090.275229357798
3mm,noFPU_IM,fixed,noFPU_IM_fixed,91414060.0,5220,4800,19044.595833333333
atax,noFPU_IM,fixed,noFPU_IM_fixed,34583000.0,2244,1760,19649.43181818182
bicg,noFPU_IM,fixed,noFPU_IM_fixed,27129480.0,2242,1760,15414.477272727272
gemm,noFPU_IM,fixed,noFPU_IM_fixed,88770800.0,6352,5880,15097.074829931973
gemver,noFPU_IM,fixed,noFPU_IM_fixed,498325080.0,4640,4020,123961.46268656716
gesummv,noFPU_IM,fixed,noFPU_IM_fixed,14727960.0,1600,1072,13738.768656716418
lu,noFPU_IM,fixed,noFPU_IM_fixed,139935840.0,21550,5130,27277.941520467837
ludcmp,noFPU_IM,fixed,noFPU_IM_fixed,153580960.0,22390,5910,25986.62605752961
mvt,noFPU_IM,fixed,noFPU_IM_fixed,28727340.0,2080,1600,17954.5875
symm,noFPU_IM,fixed,noFPU_IM_fixed,217427280.0,4935,4560,47681.42105263158
syr2k,noFPU_IM,fixed,noFPU_IM_fixed,129759300.0,8872,8296,15641.188524590163
syrk,noFPU_IM,fixed,noFPU_IM_fixed,65166639.99999999,4632,4216,15456.982922201138
trmm,noFPU_IM,fixed,noFPU_IM_fixed,31880160.0,1805,1600,19925.1
2mm,noFPU_IM,float,noFPU_IM_float,976312320.0,5700,5232,186604.0366972477
3mm,noFPU_IM,float,noFPU_IM_float,886358060.0,5220,4800,184657.92916666667
atax,noFPU_IM,float,noFPU_IM_float,352853700.0,2244,1760,200485.05681818182
bicg,noFPU_IM,float,noFPU_IM_float,325886000.0,2242,1760,185162.5
gemm,noFPU_IM,float,noFPU_IM_float,988303500.0,6352,5880,168078.82653061225
gemver,noFPU_IM,float,noFPU_IM_float,824525240.0,4640,4020,205105.78109452737
gesummv,noFPU_IM,float,noFPU_IM_float,179871960.0,1600,1072,167791.00746268657
lu,noFPU_IM,float,noFPU_IM_float,1146485000.0,21550,5130,223486.35477582845
ludcmp,noFPU_IM,float,noFPU_IM_float,1310986620.0,22390,5910,221825.14720812184
mvt,noFPU_IM,float,noFPU_IM_float,297273200.0,2080,1600,185795.75
symm,noFPU_IM,float,noFPU_IM_float,878259000.0,4935,4560,192600.65789473685
syr2k,noFPU_IM,float,noFPU_IM_float,1541807000.0,8872,8296,185849.44551591127
syrk,noFPU_IM,float,noFPU_IM_float,780533700.0,4632,4216,185136.0768500949
trmm,noFPU_IM,float,noFPU_IM_float,301678080.0,1805,1600,188548.8
2mm,noFPU_IM,float,noFPU_IM_float,976312320.0,5700,5232,186604.0366972477
3mm,noFPU_IM,float,noFPU_IM_float,886358060.0,5220,4800,184657.92916666667
atax,noFPU_IM,float,noFPU_IM_float,352853700.0,2244,1760,200485.05681818182
bicg,noFPU_IM,float,noFPU_IM_float,325886000.0,2242,1760,185162.5
gemm,noFPU_IM,float,noFPU_IM_float,987971400.0,6352,5880,168022.3469387755
gemver,noFPU_IM,float,noFPU_IM_float,821913400.0,4640,4020,204456.0696517413
gesummv,noFPU_IM,float,noFPU_IM_float,179871960.0,1600,1072,167791.00746268657
lu,noFPU_IM,float,noFPU_IM_float,1146485000.0,21550,5130,223486.35477582845
ludcmp,noFPU_IM,float,noFPU_IM_float,1310986620.0,22390,5910,221825.14720812184
mvt,noFPU_IM,float,noFPU_IM_float,297145800.0,2080,1600,185716.125
symm,noFPU_IM,float,noFPU_IM_float,879031000.0,4935,4560,192769.95614035087
syr2k,noFPU_IM,float,noFPU_IM_float,1506806840.0,8872,8296,181630.52555448408
syrk,noFPU_IM,float,noFPU_IM_float,759744280.0,4632,4216,180205.0
trmm,noFPU_IM,float,noFPU_IM_float,301270080.0,1805,1600,188293.8
2mm,noFPU_IM,fixed,noFPU_IM_fixed,88805700.0,5700,5232,16973.566513761467
3mm,noFPU_IM,fixed,noFPU_IM_fixed,88527320.0,5220,4800,18443.191666666666
atax,noFPU_IM,fixed,noFPU_IM_fixed,34332000.0,2244,1760,19506.81818181818
bicg,noFPU_IM,fixed,noFPU_IM_fixed,29731500.0,2242,1760,16892.897727272728
gemm,noFPU_IM,fixed,noFPU_IM_fixed,111301600.0,6352,5880,18928.843537414967
gemver,noFPU_IM,fixed,noFPU_IM_fixed,67530820.0,4640,4020,16798.71144278607
gesummv,noFPU_IM,fixed,noFPU_IM_fixed,14525120.0,1600,1072,13549.55223880597
lu,noFPU_IM,fixed,noFPU_IM_fixed,156662000.0,21550,5130,30538.401559454192
ludcmp,noFPU_IM,fixed,noFPU_IM_fixed,147128960.0,22390,5910,24894.91708967851
mvt,noFPU_IM,fixed,noFPU_IM_fixed,28946360.0,2080,1600,18091.475
symm,noFPU_IM,fixed,noFPU_IM_fixed,63216960.0,4935,4560,13863.368421052632
syr2k,noFPU_IM,fixed,noFPU_IM_fixed,133432200.0,8872,8296,16083.919961427195
syrk,noFPU_IM,fixed,noFPU_IM_fixed,78532960.0,4632,4216,18627.362428842505
trmm,noFPU_IM,fixed,noFPU_IM_fixed,36944000.0,1805,1600,23090.0
heat-3d,noFPU_IM,fixed,noFPU_IM_fixed,11455420.0,8350,8100,1414.2493827160495
jacobi-1d,noFPU_IM,fixed,noFPU_IM_fixed,10538000.0,840,780,13510.25641025641
jacobi-2d,noFPU_IM,fixed,noFPU_IM_fixed,200010720.0,18250,16900,11834.953846153847
seidel-2d,noFPU_IM,fixed,noFPU_IM_fixed,1025285600.0,30360,29160,35160.685871056245
2mm,noFPU_IM,fixed,noFPU_IM_fixed,79537680.0,5700,5232,15202.155963302752
3mm,noFPU_IM,fixed,noFPU_IM_fixed,93308160.0,5220,4800,19439.2
atax,noFPU_IM,fixed,noFPU_IM_fixed,34450000.0,2244,1760,19573.863636363636
bicg,noFPU_IM,fixed,noFPU_IM_fixed,27790900.0,2242,1760,15790.28409090909
gemm,noFPU_IM,fixed,noFPU_IM_fixed,90678040.0,6352,5880,15421.43537414966
gemver,noFPU_IM,fixed,noFPU_IM_fixed,64559000.0,4640,4020,16059.452736318408
gesummv,noFPU_IM,fixed,noFPU_IM_fixed,14384520.0,1600,1072,13418.39552238806
lu,noFPU_IM,fixed,noFPU_IM_fixed,160551900.0,21550,5130,31296.666666666668
ludcmp,noFPU_IM,fixed,noFPU_IM_fixed,158334880.0,22390,5910,26791.011844331642
mvt,noFPU_IM,fixed,noFPU_IM_fixed,28946360.0,2080,1600,18091.475
symm,noFPU_IM,fixed,noFPU_IM_fixed,59915000.0,4935,4560,13139.254385964912
syr2k,noFPU_IM,fixed,noFPU_IM_fixed,136332900.0,8872,8296,16433.570395371262
syrk,noFPU_IM,fixed,noFPU_IM_fixed,65204479.99999999,4632,4216,15465.958254269448
trmm,noFPU_IM,fixed,noFPU_IM_fixed,36205120.0,1805,1600,22628.2
2mm,noFPU_IM,float,noFPU_IM_float,976312320.0,5700,5232,186604.0366972477
3mm,noFPU_IM,float,noFPU_IM_float,886358060.0,5220,4800,184657.92916666667
atax,noFPU_IM,float,noFPU_IM_float,352853700.0,2244,1760,200485.05681818182
bicg,noFPU_IM,float,noFPU_IM_float,325886000.0,2242,1760,185162.5
gemm,noFPU_IM,float,noFPU_IM_float,987810300.0,6352,5880,167994.94897959183
gemver,noFPU_IM,float,noFPU_IM_float,824051420.0,4640,4020,204987.91542288556
gesummv,noFPU_IM,float,noFPU_IM_float,179871960.0,1600,1072,167791.00746268657
lu,noFPU_IM,float,noFPU_IM_float,1146485000.0,21550,5130,223486.35477582845
ludcmp,noFPU_IM,float,noFPU_IM_float,1310986620.0,22390,5910,221825.14720812184
mvt,noFPU_IM,float,noFPU_IM_float,297317300.0,2080,1600,185823.3125
symm,noFPU_IM,float,noFPU_IM_float,880058000.0,4935,4560,192995.1754385965
syr2k,noFPU_IM,float,noFPU_IM_float,1541309000.0,8872,8296,185789.41658630664
syrk,noFPU_IM,float,noFPU_IM_float,781621280.0,4632,4216,185394.04174573056
trmm,noFPU_IM,float,noFPU_IM_float,301654080.0,1805,1600,188533.8
2mm,noFPU_IM,fixed,noFPU_IM_fixed,79797120.0,5700,5232,15251.743119266055
3mm,noFPU_IM,fixed,noFPU_IM_fixed,91399960.0,5220,4800,19041.658333333333
atax,noFPU_IM,fixed,noFPU_IM_fixed,34568000.0,2244,1760,19640.909090909092
bicg,noFPU_IM,fixed,noFPU_IM_fixed,27790040.0,2242,1760,15789.795454545454
gemm,noFPU_IM,fixed,noFPU_IM_fixed,90678040.0,6352,5880,15421.43537414966
gemver,noFPU_IM,fixed,noFPU_IM_fixed,265127240.0,4640,4020,65952.04975124379
gesummv,noFPU_IM,fixed,noFPU_IM_fixed,14976780.0,1600,1072,13970.876865671642
lu,noFPU_IM,fixed,noFPU_IM_fixed,154081840.0,21550,5130,30035.446393762184
ludcmp,noFPU_IM,fixed,noFPU_IM_fixed,157388600.0,22390,5910,26630.896785109984
mvt,noFPU_IM,fixed,noFPU_IM_fixed,28935080.0,2080,1600,18084.425
symm,noFPU_IM,fixed,noFPU_IM_fixed,56333440.0,4935,4560,12353.82456140351
syr2k,noFPU_IM,fixed,noFPU_IM_fixed,133432200.0,8872,8296,16083.919961427195
syrk,noFPU_IM,fixed,noFPU_IM_fixed,65204479.99999999,4632,4216,15465.958254269448
trmm,noFPU_IM,fixed,noFPU_IM_fixed,35466240.0,1805,1600,22166.4
heat-3d,noFPU_IM,fixed,noFPU_IM_fixed,11455420.0,8350,8100,1414.2493827160495
jacobi-1d,noFPU_IM,fixed,noFPU_IM_fixed,10752840.0,840,780,13785.692307692309
jacobi-2d,noFPU_IM,fixed,noFPU_IM_fixed,198775360.0,18250,16900,11761.855621301775
seidel-2d,noFPU_IM,fixed,noFPU_IM_fixed,1034388000.0,30360,29160,35472.83950617284
2mm,noFPU_IM,fixed,noFPU_IM_fixed,1183716480.0,5700,5232,226245.50458715597
3mm,noFPU_IM,fixed,noFPU_IM_fixed,681522000.0,5220,4800,141983.75
atax,noFPU_IM,fixed,noFPU_IM_fixed,242434560.0,2244,1760,137746.9090909091
bicg,noFPU_IM,fixed,noFPU_IM_fixed,26501580.0,2242,1760,15057.71590909091
gemm,noFPU_IM,fixed,noFPU_IM_fixed,88777240.0,6352,5880,15098.170068027212
gemver,noFPU_IM,fixed,noFPU_IM_fixed,491102000.0,4640,4020,122164.67661691543
gesummv,noFPU_IM,fixed,noFPU_IM_fixed,14604160.0,1600,1072,13623.283582089553
lu,noFPU_IM,fixed,noFPU_IM_fixed,138601760.0,21550,5130,27017.88693957115
ludcmp,noFPU_IM,fixed,noFPU_IM_fixed,153125060.0,22390,5910,25909.485617597293
mvt,noFPU_IM,fixed,noFPU_IM_fixed,28102320.0,2080,1600,17563.95
symm,noFPU_IM,fixed,noFPU_IM_fixed,2112897760.0,4935,4560,463354.77192982455
syr2k,noFPU_IM,fixed,noFPU_IM_fixed,127656320.0,8872,8296,15387.695274831243
syrk,noFPU_IM,fixed,noFPU_IM_fixed,66613500.0,4632,4216,15800.166034155598
trmm,noFPU_IM,fixed,noFPU_IM_fixed,1050168600.0,1805,1600,656355.375
heat-3d,noFPU_IM,fixed,noFPU_IM_fixed,11603820.0,8350,8100,1432.5703703703705
jacobi-1d,noFPU_IM,fixed,noFPU_IM_fixed,10542000.0,840,780,13515.384615384615
jacobi-2d,noFPU_IM,fixed,noFPU_IM_fixed,198856000.0,18250,16900,11766.627218934911
seidel-2d,noFPU_IM,fixed,noFPU_IM_fixed,1020487200.0,30360,29160,34996.1316872428
2mm,noFPU_IM,float,noFPU_IM_float,976600320.0,5700,5232,186659.08256880735
3mm,noFPU_IM,float,noFPU_IM_float,922535940.0,5220,4800,192194.9875
atax,noFPU_IM,float,noFPU_IM_float,352853700.0,2244,1760,200485.05681818182
bicg,noFPU_IM,float,noFPU_IM_float,332403720.0,2242,1760,188865.75
gemm,noFPU_IM,float,noFPU_IM_float,1007282240.0,6352,5880,171306.50340136053
gemver,noFPU_IM,float,noFPU_IM_float,835330320.0,4640,4020,207793.61194029852
gesummv,noFPU_IM,float,noFPU_IM_float,187692480.0,1600,1072,175086.26865671642
lu,noFPU_IM,float,noFPU_IM_float,1169414700.0,21550,5130,227956.08187134503
ludcmp,noFPU_IM,float,noFPU_IM_float,1336692240.0,22390,5910,226174.65989847717
mvt,noFPU_IM,float,noFPU_IM_float,304872000.0,2080,1600,190545.0
symm,noFPU_IM,float,noFPU_IM_float,876770000.0,4935,4560,192274.12280701756
syr2k,noFPU_IM,float,noFPU_IM_float,1571049900.0,8872,8296,189374.38524590165
syrk,noFPU_IM,float,noFPU_IM_float,790260480.0,4632,4216,187443.1878557875
trmm,noFPU_IM,float,noFPU_IM_float,311374000.0,1805,1600,194608.75
2mm,noFPU_IM,float,noFPU_IM_float,978803520.0,5700,5232,187080.18348623853
3mm,noFPU_IM,float,noFPU_IM_float,886358060.0,5220,4800,184657.92916666667
atax,noFPU_IM,float,noFPU_IM_float,352853700.0,2244,1760,200485.05681818182
bicg,noFPU_IM,float,noFPU_IM_float,325886000.0,2242,1760,185162.5
gemm,noFPU_IM,float,noFPU_IM_float,987426900.0,6352,5880,167929.74489795917
gemver,noFPU_IM,float,noFPU_IM_float,808526160.0,4640,4020,201125.91044776118
gesummv,noFPU_IM,float,noFPU_IM_float,179871960.0,1600,1072,167791.00746268657
lu,noFPU_IM,float,noFPU_IM_float,1146485000.0,21550,5130,223486.35477582845
ludcmp,noFPU_IM,float,noFPU_IM_float,1310986620.0,22390,5910,221825.14720812184
mvt,noFPU_IM,float,noFPU_IM_float,297322200.0,2080,1600,185826.375
symm,noFPU_IM,float,noFPU_IM_float,878895000.0,4935,4560,192740.13157894736
syr2k,noFPU_IM,float,noFPU_IM_float,1510991440.0,8872,8296,182134.93731918998
syrk,noFPU_IM,float,noFPU_IM_float,778848280.0,4632,4216,184736.30929791273
trmm,noFPU_IM,float,noFPU_IM_float,301642560.0,1805,1600,188526.6
2mm,noFPU_IM,float,noFPU_IM_float,998806080.0,5700,5232,190903.3027522936
3mm,noFPU_IM,float,noFPU_IM_float,924545000.0,5220,4800,192613.54166666666
atax,noFPU_IM,float,noFPU_IM_float,365608840.0,2244,1760,207732.29545454544
bicg,noFPU_IM,float,noFPU_IM_float,347159280.0,2242,1760,197249.5909090909
gemm,noFPU_IM,float,noFPU_IM_float,1033674240.0,6352,5880,175794.9387755102
gemver,noFPU_IM,float,noFPU_IM_float,838669680.0,4640,4020,208624.2985074627
gesummv,noFPU_IM,float,noFPU_IM_float,192997440.0,1600,1072,180034.92537313432
lu,noFPU_IM,float,noFPU_IM_float,1165767200.0,21550,5130,227245.06822612087
ludcmp,noFPU_IM,float,noFPU_IM_float,1318590000.0,22390,5910,223111.67512690354
mvt,noFPU_IM,float,noFPU_IM_float,307666680.0,2080,1600,192291.675
symm,noFPU_IM,float,noFPU_IM_float,896992080.0,4935,4560,196708.7894736842
syr2k,noFPU_IM,float,noFPU_IM_float,1627198560.0,8872,8296,196142.54580520734
syrk,noFPU_IM,float,noFPU_IM_float,791309820.0,4632,4216,187692.0825426945
trmm,noFPU_IM,float,noFPU_IM_float,319166000.0,1805,1600,199478.75
jacobi-1d,noFPU_IM,float,noFPU_IM_float,236160960.0,840,780,302770.46153846156
jacobi-2d,noFPU_IM,float,noFPU_IM_float,2742406680.0,18250,16900,162272.5846153846
seidel-2d,noFPU_IM,float,noFPU_IM_float,4499447540.0,30360,29160,154302.04183813444
heat-3d,noFPU_IM,float,noFPU_IM_float,978540300.0,8350,8100,120807.44444444444
2mm,noFPU_IM,float,noFPU_IM_float,978803520.0,5700,5232,187080.18348623853
3mm,noFPU_IM,float,noFPU_IM_float,886358060.0,5220,4800,184657.92916666667
atax,noFPU_IM,float,noFPU_IM_float,352853700.0,2244,1760,200485.05681818182
bicg,noFPU_IM,float,noFPU_IM_float,325886000.0,2242,1760,185162.5
gemm,noFPU_IM,float,noFPU_IM_float,988155900.0,6352,5880,168053.72448979592
gemver,noFPU_IM,float,noFPU_IM_float,824964080.0,4640,4020,205214.94527363183
gesummv,noFPU_IM,float,noFPU_IM_float,179871960.0,1600,1072,167791.00746268657
lu,noFPU_IM,float,noFPU_IM_float,1146485000.0,21550,5130,223486.35477582845
ludcmp,noFPU_IM,float,noFPU_IM_float,1310986620.0,22390,5910,221825.14720812184
mvt,noFPU_IM,float,noFPU_IM_float,297359440.0,2080,1600,185849.65
symm,noFPU_IM,float,noFPU_IM_float,878679000.0,4935,4560,192692.76315789475
syr2k,noFPU_IM,float,noFPU_IM_float,1541539000.0,8872,8296,185817.14079074253
syrk,noFPU_IM,float,noFPU_IM_float,781399440.0,4632,4216,185341.4231499051
trmm,noFPU_IM,float,noFPU_IM_float,301605120.0,1805,1600,188503.2
2mm,noFPU_IM,fixed,noFPU_IM_fixed,83241600.0,5700,5232,15910.091743119267
3mm,noFPU_IM,fixed,noFPU_IM_fixed,92667820.0,5220,4800,19305.795833333334
atax,noFPU_IM,fixed,noFPU_IM_fixed,35965200.0,2244,1760,20434.772727272728
bicg,noFPU_IM,fixed,noFPU_IM_fixed,28920320.0,2242,1760,16432.0
gemm,noFPU_IM,fixed,noFPU_IM_fixed,88932460.0,6352,5880,15124.568027210884
gemver,noFPU_IM,fixed,noFPU_IM_fixed,66963000.0,4640,4020,16657.462686567163
gesummv,noFPU_IM,fixed,noFPU_IM_fixed,14905020.0,1600,1072,13903.936567164179
lu,noFPU_IM,fixed,noFPU_IM_fixed,157338720.0,21550,5130,30670.315789473683
ludcmp,noFPU_IM,fixed,noFPU_IM_fixed,157335200.0,22390,5910,26621.86125211506
mvt,noFPU_IM,fixed,noFPU_IM_fixed,30571100.0,2080,1600,19106.9375
symm,noFPU_IM,fixed,noFPU_IM_fixed,63216960.0,4935,4560,13863.368421052632
syr2k,noFPU_IM,fixed,noFPU_IM_fixed,132652960.0,8872,8296,15989.990356798457
syrk,noFPU_IM,fixed,noFPU_IM_fixed,66614400.0,4632,4216,15800.379506641366
trmm,noFPU_IM,fixed,noFPU_IM_fixed,36944000.0,1805,1600,23090.0
heat-3d,noFPU_IM,fixed,noFPU_IM_fixed,11455420.0,8350,8100,1414.2493827160495
jacobi-1d,noFPU_IM,fixed,noFPU_IM_fixed,10748760.0,840,780,13780.461538461539
jacobi-2d,noFPU_IM,fixed,noFPU_IM_fixed,198775360.0,18250,16900,11761.855621301775
seidel-2d,noFPU_IM,fixed,noFPU_IM_fixed,1008528300.0,30360,29160,34586.01851851852
2mm,noFPU_IM,fixed,noFPU_IM_fixed,89829900.0,5700,5232,17169.32339449541
3mm,noFPU_IM,fixed,noFPU_IM_fixed,88527320.0,5220,4800,18443.191666666666
atax,noFPU_IM,fixed,noFPU_IM_fixed,36691200.0,2244,1760,20847.272727272728
bicg,noFPU_IM,fixed,noFPU_IM_fixed,28920320.0,2242,1760,16432.0
gemm,noFPU_IM,fixed,noFPU_IM_fixed,102127360.0,6352,5880,17368.598639455784
gemver,noFPU_IM,fixed,noFPU_IM_fixed,65749000.0,4640,4020,16355.47263681592
gesummv,noFPU_IM,fixed,noFPU_IM_fixed,14905020.0,1600,1072,13903.936567164179
lu,noFPU_IM,fixed,noFPU_IM_fixed,158965880.0,21550,5130,30987.50097465887
ludcmp,noFPU_IM,fixed,noFPU_IM_fixed,158410800.0,22390,5910,26803.857868020306
mvt,noFPU_IM,fixed,noFPU_IM_fixed,29947200.0,2080,1600,18717.0
symm,noFPU_IM,fixed,noFPU_IM_fixed,64227840.0,4935,4560,14085.052631578947
syr2k,noFPU_IM,fixed,noFPU_IM_fixed,132652960.0,8872,8296,15989.990356798457
syrk,noFPU_IM,fixed,noFPU_IM_fixed,81157120.0,4632,4216,19249.791271347247
trmm,noFPU_IM,fixed,noFPU_IM_fixed,36944000.0,1805,1600,23090.0
2mm,noFPU_IM,fixed,noFPU_IM_fixed,79779640.0,5700,5232,15248.402140672782
3mm,noFPU_IM,fixed,noFPU_IM_fixed,91481740.0,5220,4800,19058.695833333335
atax,noFPU_IM,fixed,noFPU_IM_fixed,35443980.0,2244,1760,20138.625
bicg,noFPU_IM,fixed,noFPU_IM_fixed,27124440.0,2242,1760,15411.613636363636
gemm,noFPU_IM,fixed,noFPU_IM_fixed,90193940.0,6352,5880,15339.105442176871
gemver,noFPU_IM,fixed,noFPU_IM_fixed,506506500.0,4640,4020,125996.64179104478
gesummv,noFPU_IM,fixed,noFPU_IM_fixed,14350320.0,1600,1072,13386.492537313432
lu,noFPU_IM,fixed,noFPU_IM_fixed,142868700.0,21550,5130,27849.64912280702
ludcmp,noFPU_IM,fixed,noFPU_IM_fixed,143789400.0,22390,5910,24329.84771573604
mvt,noFPU_IM,fixed,noFPU_IM_fixed,28724520.0,2080,1600,17952.825
symm,noFPU_IM,fixed,noFPU_IM_fixed,56292040.0,4935,4560,12344.745614035088
syr2k,noFPU_IM,fixed,noFPU_IM_fixed,130522500.0,8872,8296,15733.184667309546
