bench,arch,taffo_conf,hw_sw_config,energy,float_op_count_default,kernel_float_op_count_default,energy_per_op
symm,bfloat16_IMF,float,bfloat16_IMF_float,74961840.0,4935,4560,16439.0
syr2k,bfloat16_IMF,float,bfloat16_IMF_float,107393080.0,8872,8296,12945.16393442623
syrk,bfloat16_IMF,float,bfloat16_IMF_float,82723360.0,4632,4216,19621.290322580644
trmm,bfloat16_IMF,float,bfloat16_IMF_float,44631360.0,1805,1600,27894.6
heat-3d,bfloat16_IMF,float,bfloat16_IMF_float,50672000.0,8350,8100,6255.802469135802
jacobi-1d,bfloat16_IMF,float,bfloat16_IMF_float,141256320.0,840,780,181097.84615384616
jacobi-2d,bfloat16_IMF,float,bfloat16_IMF_float,188383800.0,18250,16900,11146.970414201183
seidel-2d,bfloat16_IMF,float,bfloat16_IMF_float,294496440.0,30360,29160,10099.329218106996
2mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,74536560.0,5700,5232,14246.284403669724
3mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,83931700.0,5220,4800,17485.770833333332
atax,bfloat16_IMF,fixed,bfloat16_IMF_fixed,33005280.0,2244,1760,18753.0
bicg,bfloat16_IMF,fixed,bfloat16_IMF_fixed,26293600.0,2242,1760,14939.545454545454
gemm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,81267420.0,6352,5880,13820.989795918367
gemver,bfloat16_IMF,fixed,bfloat16_IMF_fixed,59666400.0,4640,4020,14842.388059701492
gesummv,bfloat16_IMF,fixed,bfloat16_IMF_fixed,13169519.999999998,1600,1072,12284.999999999998
lu,bfloat16_IMF,fixed,bfloat16_IMF_fixed,139260800.0,21550,5130,27146.35477582846
ludcmp,bfloat16_IMF,fixed,bfloat16_IMF_fixed,145443200.0,22390,5910,24609.678510998307
mvt,bfloat16_IMF,fixed,bfloat16_IMF_fixed,26843180.0,2080,1600,16776.9875
symm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,56204400.0,4935,4560,12325.526315789473
syr2k,bfloat16_IMF,fixed,bfloat16_IMF_fixed,121065000.0,8872,8296,14593.17743490839
syrk,bfloat16_IMF,fixed,bfloat16_IMF_fixed,59207200.0,4632,4216,14043.453510436433
trmm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,32223600.0,1805,1600,20139.75
2mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,81840100.0,5700,5232,15642.220948012233
3mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,76973400.0,5220,4800,16036.125
atax,bfloat16_IMF,fixed,bfloat16_IMF_fixed,28429800.0,2244,1760,16153.295454545454
bicg,bfloat16_IMF,fixed,bfloat16_IMF_fixed,24144900.0,2242,1760,13718.693181818182
gemm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,93941400.0,6352,5880,15976.42857142857
gemver,bfloat16_IMF,fixed,bfloat16_IMF_fixed,61240960.0,4640,4020,15234.069651741294
gesummv,bfloat16_IMF,fixed,bfloat16_IMF_fixed,11721600.0,1600,1072,10934.328358208955
lu,bfloat16_IMF,fixed,bfloat16_IMF_fixed,133434600.0,21550,5130,26010.643274853803
ludcmp,bfloat16_IMF,fixed,bfloat16_IMF_fixed,132176580.0,22390,5910,22364.903553299493
mvt,bfloat16_IMF,fixed,bfloat16_IMF_fixed,25747680.0,2080,1600,16092.3
symm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,55944719.99999999,4935,4560,12268.57894736842
syr2k,bfloat16_IMF,fixed,bfloat16_IMF_fixed,120820560.0,8872,8296,14563.71263259402
syrk,bfloat16_IMF,fixed,bfloat16_IMF_fixed,68268800.0,4632,4216,16192.789373814041
trmm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,33108300.0,1805,1600,20692.6875
jacobi-1d,bfloat16_IMF,fixed,bfloat16_IMF_fixed,9507600.0,840,780,12189.23076923077
jacobi-2d,bfloat16_IMF,fixed,bfloat16_IMF_fixed,174313000.0,18250,16900,10314.378698224851
seidel-2d,bfloat16_IMF,fixed,bfloat16_IMF_fixed,981479760.0,30360,29160,33658.42798353909
heat-3d,bfloat16_IMF,fixed,bfloat16_IMF_fixed,11510540.0,8350,8100,1421.0543209876544
2mm,bfloat16_IMF,float,bfloat16_IMF_float,122988200.0,5700,5232,23506.91896024465
3mm,bfloat16_IMF,float,bfloat16_IMF_float,136389400.0,5220,4800,28414.458333333332
atax,bfloat16_IMF,float,bfloat16_IMF_float,42270900.00000001,2244,1760,24017.556818181823
bicg,bfloat16_IMF,float,bfloat16_IMF_float,34781320.0,2242,1760,19762.113636363636
gemm,bfloat16_IMF,float,bfloat16_IMF_float,116540160.0,6352,5880,19819.755102040817
gemver,bfloat16_IMF,float,bfloat16_IMF_float,69476400.0,4640,4020,17282.68656716418
gesummv,bfloat16_IMF,float,bfloat16_IMF_float,20998600.000000004,1600,1072,19588.24626865672
lu,bfloat16_IMF,float,bfloat16_IMF_float,146617920.0,21550,5130,28580.491228070176
ludcmp,bfloat16_IMF,float,bfloat16_IMF_float,150343200.0,22390,5910,25438.781725888326
mvt,bfloat16_IMF,float,bfloat16_IMF_float,37061360.0,2080,1600,23163.35
symm,bfloat16_IMF,float,bfloat16_IMF_float,74961840.0,4935,4560,16439.0
syr2k,bfloat16_IMF,float,bfloat16_IMF_float,107393080.0,8872,8296,12945.16393442623
syrk,bfloat16_IMF,float,bfloat16_IMF_float,82723360.0,4632,4216,19621.290322580644
trmm,bfloat16_IMF,float,bfloat16_IMF_float,44631360.0,1805,1600,27894.6
2mm,bfloat16_IMF,float,bfloat16_IMF_float,122988200.0,5700,5232,23506.91896024465
3mm,bfloat16_IMF,float,bfloat16_IMF_float,136389400.0,5220,4800,28414.458333333332
atax,bfloat16_IMF,float,bfloat16_IMF_float,42270900.00000001,2244,1760,24017.556818181823
bicg,bfloat16_IMF,float,bfloat16_IMF_float,34781320.0,2242,1760,19762.113636363636
gemm,bfloat16_IMF,float,bfloat16_IMF_float,116540160.0,6352,5880,19819.755102040817
gemver,bfloat16_IMF,float,bfloat16_IMF_float,69476400.0,4640,4020,17282.68656716418
gesummv,bfloat16_IMF,float,bfloat16_IMF_float,20998600.000000004,1600,1072,19588.24626865672
lu,bfloat16_IMF,float,bfloat16_IMF_float,146617920.0,21550,5130,28580.491228070176
ludcmp,bfloat16_IMF,float,bfloat16_IMF_float,150343200.0,22390,5910,25438.781725888326
mvt,bfloat16_IMF,float,bfloat16_IMF_float,37061360.0,2080,1600,23163.35
symm,bfloat16_IMF,float,bfloat16_IMF_float,74961840.0,4935,4560,16439.0
syr2k,bfloat16_IMF,float,bfloat16_IMF_float,107393080.0,8872,8296,12945.16393442623
syrk,bfloat16_IMF,float,bfloat16_IMF_float,82723360.0,4632,4216,19621.290322580644
trmm,bfloat16_IMF,float,bfloat16_IMF_float,44631360.0,1805,1600,27894.6
heat-3d,bfloat16_IMF,float,bfloat16_IMF_float,52255500.0,8350,8100,6451.2962962962965
jacobi-1d,bfloat16_IMF,float,bfloat16_IMF_float,138313480.0,840,780,177324.97435897434
jacobi-2d,bfloat16_IMF,float,bfloat16_IMF_float,188383800.0,18250,16900,11146.970414201183
seidel-2d,bfloat16_IMF,float,bfloat16_IMF_float,294496440.0,30360,29160,10099.329218106996
2mm,bfloat16_IMF,float,bfloat16_IMF_float,122988200.0,5700,5232,23506.91896024465
3mm,bfloat16_IMF,float,bfloat16_IMF_float,136389400.0,5220,4800,28414.458333333332
atax,bfloat16_IMF,float,bfloat16_IMF_float,42270900.00000001,2244,1760,24017.556818181823
bicg,bfloat16_IMF,float,bfloat16_IMF_float,35804300.0,2242,1760,20343.352272727272
gemm,bfloat16_IMF,float,bfloat16_IMF_float,116540160.0,6352,5880,19819.755102040817
gemver,bfloat16_IMF,float,bfloat16_IMF_float,69476400.0,4640,4020,17282.68656716418
gesummv,bfloat16_IMF,float,bfloat16_IMF_float,21598560.0,1600,1072,20147.910447761195
lu,bfloat16_IMF,float,bfloat16_IMF_float,146617920.0,21550,5130,28580.491228070176
ludcmp,bfloat16_IMF,float,bfloat16_IMF_float,150343200.0,22390,5910,25438.781725888326
mvt,bfloat16_IMF,float,bfloat16_IMF_float,37061360.0,2080,1600,23163.35
symm,bfloat16_IMF,float,bfloat16_IMF_float,74961840.0,4935,4560,16439.0
syr2k,bfloat16_IMF,float,bfloat16_IMF_float,107393080.0,8872,8296,12945.16393442623
syrk,bfloat16_IMF,float,bfloat16_IMF_float,82723360.0,4632,4216,19621.290322580644
trmm,bfloat16_IMF,float,bfloat16_IMF_float,44631360.0,1805,1600,27894.6
heat-3d,bfloat16_IMF,float,bfloat16_IMF_float,50672000.0,8350,8100,6255.802469135802
jacobi-1d,bfloat16_IMF,float,bfloat16_IMF_float,141256320.0,840,780,181097.84615384616
jacobi-2d,bfloat16_IMF,float,bfloat16_IMF_float,188383800.0,18250,16900,11146.970414201183
seidel-2d,bfloat16_IMF,float,bfloat16_IMF_float,294496440.0,30360,29160,10099.329218106996
2mm,bfloat16_IMF,float,bfloat16_IMF_float,122988200.0,5700,5232,23506.91896024465
3mm,bfloat16_IMF,float,bfloat16_IMF_float,136389400.0,5220,4800,28414.458333333332
atax,bfloat16_IMF,float,bfloat16_IMF_float,42270900.00000001,2244,1760,24017.556818181823
bicg,bfloat16_IMF,float,bfloat16_IMF_float,35804300.0,2242,1760,20343.352272727272
gemm,bfloat16_IMF,float,bfloat16_IMF_float,116540160.0,6352,5880,19819.755102040817
gemver,bfloat16_IMF,float,bfloat16_IMF_float,69476400.0,4640,4020,17282.68656716418
gesummv,bfloat16_IMF,float,bfloat16_IMF_float,20998600.000000004,1600,1072,19588.24626865672
lu,bfloat16_IMF,float,bfloat16_IMF_float,146617920.0,21550,5130,28580.491228070176
ludcmp,bfloat16_IMF,float,bfloat16_IMF_float,150343200.0,22390,5910,25438.781725888326
mvt,bfloat16_IMF,float,bfloat16_IMF_float,37061360.0,2080,1600,23163.35
symm,bfloat16_IMF,float,bfloat16_IMF_float,74961840.0,4935,4560,16439.0
syr2k,bfloat16_IMF,float,bfloat16_IMF_float,107393080.0,8872,8296,12945.16393442623
syrk,bfloat16_IMF,float,bfloat16_IMF_float,82723360.0,4632,4216,19621.290322580644
trmm,bfloat16_IMF,float,bfloat16_IMF_float,44631360.0,1805,1600,27894.6
heat-3d,bfloat16_IMF,float,bfloat16_IMF_float,50672000.0,8350,8100,6255.802469135802
jacobi-1d,bfloat16_IMF,float,bfloat16_IMF_float,141256320.0,840,780,181097.84615384616
jacobi-2d,bfloat16_IMF,float,bfloat16_IMF_float,188383800.0,18250,16900,11146.970414201183
seidel-2d,bfloat16_IMF,float,bfloat16_IMF_float,294496440.0,30360,29160,10099.329218106996
2mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,71871120.0,5700,5232,13736.834862385322
3mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,78911040.0,5220,4800,16439.8
atax,bfloat16_IMF,fixed,bfloat16_IMF_fixed,32853600.0,2244,1760,18666.81818181818
bicg,bfloat16_IMF,fixed,bfloat16_IMF_fixed,23964900.0,2242,1760,13616.420454545454
gemm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,79365720.0,6352,5880,13497.57142857143
gemver,bfloat16_IMF,fixed,bfloat16_IMF_fixed,62204000.0,4640,4020,15473.63184079602
gesummv,bfloat16_IMF,fixed,bfloat16_IMF_fixed,13318200.000000002,1600,1072,12423.694029850749
lu,bfloat16_IMF,fixed,bfloat16_IMF_fixed,124968800.0,21550,5130,24360.38986354776
ludcmp,bfloat16_IMF,fixed,bfloat16_IMF_fixed,136230360.0,22390,5910,23050.82233502538
mvt,bfloat16_IMF,fixed,bfloat16_IMF_fixed,25006720.0,2080,1600,15629.2
symm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,71371200.0,4935,4560,15651.578947368422
syr2k,bfloat16_IMF,fixed,bfloat16_IMF_fixed,118230880.0,8872,8296,14251.552555448408
syrk,bfloat16_IMF,fixed,bfloat16_IMF_fixed,59219200.0,4632,4216,14046.299810246679
trmm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,40041600.0,1805,1600,25026.0
2mm,bfloat16_IMF,float,bfloat16_IMF_float,123918440.0,5700,5232,23684.717125382263
3mm,bfloat16_IMF,float,bfloat16_IMF_float,136858400.0,5220,4800,28512.166666666668
atax,bfloat16_IMF,float,bfloat16_IMF_float,42175700.00000001,2244,1760,23963.46590909091
bicg,bfloat16_IMF,float,bfloat16_IMF_float,35800100.0,2242,1760,20340.965909090908
gemm,bfloat16_IMF,float,bfloat16_IMF_float,114959460.0,6352,5880,19550.928571428572
gemver,bfloat16_IMF,float,bfloat16_IMF_float,69400100.0,4640,4020,17263.70646766169
gesummv,bfloat16_IMF,float,bfloat16_IMF_float,21604320.0,1600,1072,20153.283582089553
lu,bfloat16_IMF,float,bfloat16_IMF_float,145794240.0,21550,5130,28419.929824561405
ludcmp,bfloat16_IMF,float,bfloat16_IMF_float,151144560.0,22390,5910,25574.375634517768
mvt,bfloat16_IMF,float,bfloat16_IMF_float,37053200.0,2080,1600,23158.25
symm,bfloat16_IMF,float,bfloat16_IMF_float,74921040.0,4935,4560,16430.052631578947
syr2k,bfloat16_IMF,float,bfloat16_IMF_float,107406680.0,8872,8296,12946.803278688525
syrk,bfloat16_IMF,float,bfloat16_IMF_float,82361600.0,4632,4216,19535.483870967742
trmm,bfloat16_IMF,float,bfloat16_IMF_float,44753040.0,1805,1600,27970.65
jacobi-1d,bfloat16_IMF,float,bfloat16_IMF_float,147148800.0,840,780,188652.3076923077
jacobi-2d,bfloat16_IMF,float,bfloat16_IMF_float,188667360.0,18250,16900,11163.749112426036
seidel-2d,bfloat16_IMF,float,bfloat16_IMF_float,293690640.0,30360,29160,10071.69547325103
heat-3d,bfloat16_IMF,float,bfloat16_IMF_float,55841100.00000001,8350,8100,6893.9629629629635
2mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,73606680.0,5700,5232,14068.555045871559
3mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,80688720.0,5220,4800,16810.15
atax,bfloat16_IMF,fixed,bfloat16_IMF_fixed,31726200.0,2244,1760,18026.25
bicg,bfloat16_IMF,fixed,bfloat16_IMF_fixed,24534320.0,2242,1760,13939.954545454546
gemm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,81592500.0,6352,5880,13876.275510204081
gemver,bfloat16_IMF,fixed,bfloat16_IMF_fixed,62995200.0,4640,4020,15670.44776119403
gesummv,bfloat16_IMF,fixed,bfloat16_IMF_fixed,12820500.000000002,1600,1072,11959.421641791047
lu,bfloat16_IMF,fixed,bfloat16_IMF_fixed,129554260.0,21550,5130,25254.24171539961
ludcmp,bfloat16_IMF,fixed,bfloat16_IMF_fixed,130929400.0,22390,5910,22153.87478849408
mvt,bfloat16_IMF,fixed,bfloat16_IMF_fixed,25771200.0,2080,1600,16107.0
symm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,51021600.0,4935,4560,11188.947368421053
syr2k,bfloat16_IMF,fixed,bfloat16_IMF_fixed,118206280.0,8872,8296,14248.587270973963
syrk,bfloat16_IMF,fixed,bfloat16_IMF_fixed,59220800.0,4632,4216,14046.679316888045
trmm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,27903900.0,1805,1600,17439.9375
2mm,bfloat16_IMF,float,bfloat16_IMF_float,122988200.0,5700,5232,23506.91896024465
3mm,bfloat16_IMF,float,bfloat16_IMF_float,136389400.0,5220,4800,28414.458333333332
atax,bfloat16_IMF,float,bfloat16_IMF_float,42270900.00000001,2244,1760,24017.556818181823
bicg,bfloat16_IMF,float,bfloat16_IMF_float,35804300.0,2242,1760,20343.352272727272
gemm,bfloat16_IMF,float,bfloat16_IMF_float,116540160.0,6352,5880,19819.755102040817
gemver,bfloat16_IMF,float,bfloat16_IMF_float,69476400.0,4640,4020,17282.68656716418
gesummv,bfloat16_IMF,float,bfloat16_IMF_float,20998600.000000004,1600,1072,19588.24626865672
lu,bfloat16_IMF,float,bfloat16_IMF_float,146617920.0,21550,5130,28580.491228070176
ludcmp,bfloat16_IMF,float,bfloat16_IMF_float,150343200.0,22390,5910,25438.781725888326
mvt,bfloat16_IMF,float,bfloat16_IMF_float,37061360.0,2080,1600,23163.35
symm,bfloat16_IMF,float,bfloat16_IMF_float,74961840.0,4935,4560,16439.0
syr2k,bfloat16_IMF,float,bfloat16_IMF_float,107393080.0,8872,8296,12945.16393442623
syrk,bfloat16_IMF,float,bfloat16_IMF_float,82723360.0,4632,4216,19621.290322580644
trmm,bfloat16_IMF,float,bfloat16_IMF_float,44631360.0,1805,1600,27894.6
2mm,bfloat16_IMF,float,bfloat16_IMF_float,122988200.0,5700,5232,23506.91896024465
3mm,bfloat16_IMF,float,bfloat16_IMF_float,136389400.0,5220,4800,28414.458333333332
atax,bfloat16_IMF,float,bfloat16_IMF_float,42270900.00000001,2244,1760,24017.556818181823
bicg,bfloat16_IMF,float,bfloat16_IMF_float,34781320.0,2242,1760,19762.113636363636
gemm,bfloat16_IMF,float,bfloat16_IMF_float,116540160.0,6352,5880,19819.755102040817
gemver,bfloat16_IMF,float,bfloat16_IMF_float,69476400.0,4640,4020,17282.68656716418
gesummv,bfloat16_IMF,float,bfloat16_IMF_float,20998600.000000004,1600,1072,19588.24626865672
lu,bfloat16_IMF,float,bfloat16_IMF_float,146617920.0,21550,5130,28580.491228070176
ludcmp,bfloat16_IMF,float,bfloat16_IMF_float,150343200.0,22390,5910,25438.781725888326
mvt,bfloat16_IMF,float,bfloat16_IMF_float,37061360.0,2080,1600,23163.35
symm,bfloat16_IMF,float,bfloat16_IMF_float,74961840.0,4935,4560,16439.0
syr2k,bfloat16_IMF,float,bfloat16_IMF_float,107393080.0,8872,8296,12945.16393442623
syrk,bfloat16_IMF,float,bfloat16_IMF_float,82723360.0,4632,4216,19621.290322580644
trmm,bfloat16_IMF,float,bfloat16_IMF_float,44631360.0,1805,1600,27894.6
heat-3d,bfloat16_IMF,float,bfloat16_IMF_float,52255500.0,8350,8100,6451.2962962962965
jacobi-1d,bfloat16_IMF,float,bfloat16_IMF_float,138313480.0,840,780,177324.97435897434
jacobi-2d,bfloat16_IMF,float,bfloat16_IMF_float,188383800.0,18250,16900,11146.970414201183
seidel-2d,bfloat16_IMF,float,bfloat16_IMF_float,294496440.0,30360,29160,10099.329218106996
2mm,bfloat16_IMF,float,bfloat16_IMF_float,122988200.0,5700,5232,23506.91896024465
3mm,bfloat16_IMF,float,bfloat16_IMF_float,136389400.0,5220,4800,28414.458333333332
atax,bfloat16_IMF,float,bfloat16_IMF_float,42270900.00000001,2244,1760,24017.556818181823
bicg,bfloat16_IMF,float,bfloat16_IMF_float,35804300.0,2242,1760,20343.352272727272
gemm,bfloat16_IMF,float,bfloat16_IMF_float,116540160.0,6352,5880,19819.755102040817
gemver,bfloat16_IMF,float,bfloat16_IMF_float,69476400.0,4640,4020,17282.68656716418
gesummv,bfloat16_IMF,float,bfloat16_IMF_float,20998600.000000004,1600,1072,19588.24626865672
lu,bfloat16_IMF,float,bfloat16_IMF_float,146617920.0,21550,5130,28580.491228070176
ludcmp,bfloat16_IMF,float,bfloat16_IMF_float,150343200.0,22390,5910,25438.781725888326
mvt,bfloat16_IMF,float,bfloat16_IMF_float,37061360.0,2080,1600,23163.35
symm,bfloat16_IMF,float,bfloat16_IMF_float,74961840.0,4935,4560,16439.0
syr2k,bfloat16_IMF,float,bfloat16_IMF_float,107393080.0,8872,8296,12945.16393442623
syrk,bfloat16_IMF,float,bfloat16_IMF_float,82723360.0,4632,4216,19621.290322580644
trmm,bfloat16_IMF,float,bfloat16_IMF_float,44631360.0,1805,1600,27894.6
heat-3d,bfloat16_IMF,float,bfloat16_IMF_float,50672000.0,8350,8100,6255.802469135802
jacobi-1d,bfloat16_IMF,float,bfloat16_IMF_float,141256320.0,840,780,181097.84615384616
jacobi-2d,bfloat16_IMF,float,bfloat16_IMF_float,188383800.0,18250,16900,11146.970414201183
seidel-2d,bfloat16_IMF,float,bfloat16_IMF_float,294496440.0,30360,29160,10099.329218106996
2mm,bfloat16_IMF,float,bfloat16_IMF_float,122988200.0,5700,5232,23506.91896024465
3mm,bfloat16_IMF,float,bfloat16_IMF_float,136389400.0,5220,4800,28414.458333333332
atax,bfloat16_IMF,float,bfloat16_IMF_float,42270900.00000001,2244,1760,24017.556818181823
bicg,bfloat16_IMF,float,bfloat16_IMF_float,34781320.0,2242,1760,19762.113636363636
gemm,bfloat16_IMF,float,bfloat16_IMF_float,116540160.0,6352,5880,19819.755102040817
gemver,bfloat16_IMF,float,bfloat16_IMF_float,69476400.0,4640,4020,17282.68656716418
gesummv,bfloat16_IMF,float,bfloat16_IMF_float,20998600.000000004,1600,1072,19588.24626865672
lu,bfloat16_IMF,float,bfloat16_IMF_float,146617920.0,21550,5130,28580.491228070176
ludcmp,bfloat16_IMF,float,bfloat16_IMF_float,150343200.0,22390,5910,25438.781725888326
mvt,bfloat16_IMF,float,bfloat16_IMF_float,37061360.0,2080,1600,23163.35
symm,bfloat16_IMF,float,bfloat16_IMF_float,74961840.0,4935,4560,16439.0
syr2k,bfloat16_IMF,float,bfloat16_IMF_float,107393080.0,8872,8296,12945.16393442623
syrk,bfloat16_IMF,float,bfloat16_IMF_float,82723360.0,4632,4216,19621.290322580644
trmm,bfloat16_IMF,float,bfloat16_IMF_float,44631360.0,1805,1600,27894.6
heat-3d,bfloat16_IMF,float,bfloat16_IMF_float,50672000.0,8350,8100,6255.802469135802
jacobi-1d,bfloat16_IMF,float,bfloat16_IMF_float,141256320.0,840,780,181097.84615384616
jacobi-2d,bfloat16_IMF,float,bfloat16_IMF_float,188383800.0,18250,16900,11146.970414201183
seidel-2d,bfloat16_IMF,float,bfloat16_IMF_float,294496440.0,30360,29160,10099.329218106996
2mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,73611720.0,5700,5232,14069.518348623853
3mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,82606440.0,5220,4800,17209.675
atax,bfloat16_IMF,fixed,bfloat16_IMF_fixed,31940560.0,2244,1760,18148.045454545456
bicg,bfloat16_IMF,fixed,bfloat16_IMF_fixed,25190880.0,2242,1760,14313.0
gemm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,79377480.0,6352,5880,13499.57142857143
gemver,bfloat16_IMF,fixed,bfloat16_IMF_fixed,61746720.00000001,4640,4020,15359.880597014928
gesummv,bfloat16_IMF,fixed,bfloat16_IMF_fixed,13267439.999999998,1600,1072,12376.343283582088
lu,bfloat16_IMF,fixed,bfloat16_IMF_fixed,138960000.0,21550,5130,27087.719298245614
ludcmp,bfloat16_IMF,fixed,bfloat16_IMF_fixed,140970960.0,22390,5910,23852.954314720813
mvt,bfloat16_IMF,fixed,bfloat16_IMF_fixed,26304820.0,2080,1600,16440.5125
symm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,51011520.0,4935,4560,11186.736842105263
syr2k,bfloat16_IMF,fixed,bfloat16_IMF_fixed,118182500.0,8872,8296,14245.720829315333
syrk,bfloat16_IMF,fixed,bfloat16_IMF_fixed,59207200.0,4632,4216,14043.453510436433
trmm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,31507520.0,1805,1600,19692.2
2mm,bfloat16_IMF,float,bfloat16_IMF_float,122988200.0,5700,5232,23506.91896024465
3mm,bfloat16_IMF,float,bfloat16_IMF_float,136389400.0,5220,4800,28414.458333333332
atax,bfloat16_IMF,float,bfloat16_IMF_float,42270900.00000001,2244,1760,24017.556818181823
bicg,bfloat16_IMF,float,bfloat16_IMF_float,35804300.0,2242,1760,20343.352272727272
gemm,bfloat16_IMF,float,bfloat16_IMF_float,116540160.0,6352,5880,19819.755102040817
gemver,bfloat16_IMF,float,bfloat16_IMF_float,69476400.0,4640,4020,17282.68656716418
gesummv,bfloat16_IMF,float,bfloat16_IMF_float,20998600.000000004,1600,1072,19588.24626865672
lu,bfloat16_IMF,float,bfloat16_IMF_float,146617920.0,21550,5130,28580.491228070176
ludcmp,bfloat16_IMF,float,bfloat16_IMF_float,150343200.0,22390,5910,25438.781725888326
mvt,bfloat16_IMF,float,bfloat16_IMF_float,37061360.0,2080,1600,23163.35
symm,bfloat16_IMF,float,bfloat16_IMF_float,74961840.0,4935,4560,16439.0
syr2k,bfloat16_IMF,float,bfloat16_IMF_float,107393080.0,8872,8296,12945.16393442623
syrk,bfloat16_IMF,float,bfloat16_IMF_float,82723360.0,4632,4216,19621.290322580644
trmm,bfloat16_IMF,float,bfloat16_IMF_float,44631360.0,1805,1600,27894.6
2mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,80917600.0,5700,5232,15465.902140672782
3mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,80545920.0,5220,4800,16780.4
atax,bfloat16_IMF,fixed,bfloat16_IMF_fixed,33004340.0,2244,1760,18752.465909090908
bicg,bfloat16_IMF,fixed,bfloat16_IMF_fixed,26293600.0,2242,1760,14939.545454545454
gemm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,93776760.0,6352,5880,15948.42857142857
gemver,bfloat16_IMF,fixed,bfloat16_IMF_fixed,59337900.0,4640,4020,14760.671641791045
gesummv,bfloat16_IMF,fixed,bfloat16_IMF_fixed,13923359.999999998,1600,1072,12988.20895522388
lu,bfloat16_IMF,fixed,bfloat16_IMF_fixed,147323660.0,21550,5130,28718.06237816764
ludcmp,bfloat16_IMF,fixed,bfloat16_IMF_fixed,141644000.0,22390,5910,23966.8358714044
mvt,bfloat16_IMF,fixed,bfloat16_IMF_fixed,27467440.0,2080,1600,17167.15
symm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,57962080.0,4935,4560,12710.982456140351
syr2k,bfloat16_IMF,fixed,bfloat16_IMF_fixed,121075080.0,8872,8296,14594.392478302796
syrk,bfloat16_IMF,fixed,bfloat16_IMF_fixed,72163200.0,4632,4216,17116.50853889943
trmm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,32939680.0,1805,1600,20587.3
2mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,70174300.0,5700,5232,13412.519113149847
3mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,76834480.0,5220,4800,16007.183333333332
atax,bfloat16_IMF,fixed,bfloat16_IMF_fixed,29512000.000000004,2244,1760,16768.18181818182
bicg,bfloat16_IMF,fixed,bfloat16_IMF_fixed,23920500.0,2242,1760,13591.193181818182
gemm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,79695000.0,6352,5880,13553.57142857143
gemver,bfloat16_IMF,fixed,bfloat16_IMF_fixed,60825960.0,4640,4020,15130.835820895523
gesummv,bfloat16_IMF,fixed,bfloat16_IMF_fixed,13293700.000000002,1600,1072,12400.839552238807
lu,bfloat16_IMF,fixed,bfloat16_IMF_fixed,121933500.0,21550,5130,23768.7134502924
ludcmp,bfloat16_IMF,fixed,bfloat16_IMF_fixed,132134800.0,22390,5910,22357.83417935702
mvt,bfloat16_IMF,fixed,bfloat16_IMF_fixed,25008360.0,2080,1600,15630.225
symm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,71335200.0,4935,4560,15643.684210526315
syr2k,bfloat16_IMF,fixed,bfloat16_IMF_fixed,115337600.0,8872,8296,13902.796528447445
syrk,bfloat16_IMF,fixed,bfloat16_IMF_fixed,59228000.0,4632,4216,14048.387096774193
trmm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,40062080.0,1805,1600,25038.8
2mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,73626000.0,5700,5232,14072.247706422018
3mm,bfloat16_IMF,fixed,bfloat16_IMF_fixed,83931700.0,5220,4800,17485.770833333332
atax,bfloat16_IMF,fixed,bfloat16_IMF_fixed,32303040.0,2244,1760,18354.0
